Genus,Species,ASW11,ASW15,ASW16,ASW19,ASW20,ASW22,ASW29,ASW2,ASW31,ASW35,ASW37,ASW38,ASW3,ASW45,ASW47,ASW49,ASW50,ASW51,ASW54,ASW56,ASW59,ASW62,ASW64,ASW65,ASW66,ASW67,ASW68,ASW69,ASW73,ASW74,ASW7
Actinomyces,Actinomyces sp.,71,33,0,81,20,83,226,70,72,18,16,464,0,22,0,27,101,0,1111,74,0,63,25,17,0,302,41,0,0,72,1272
Actinomyces,Actinomyces sp.,0,0,0,38,0,88,190,0,0,44,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,403,27,0,0,63,690
Actinomyces,Actinomyces sp.,0,0,0,85,0,120,248,233,16,19,16,978,0,0,0,0,24,0,608,0,0,0,53,0,0,209,34,0,0,77,1427
Actinomyces,Actinomyces sp.,0,0,0,0,11,20,17,15,36,0,12,0,0,0,0,0,14,0,34,0,0,0,11,11,0,0,0,0,0,0,0
Actinomyces,Actinomyces trachealis,78,0,0,31,0,61,188,62,40,43,13,14,0,0,0,12,54,0,230,74,0,37,0,35,79,108,108,0,0,173,575
Actinomyces,Actinomyces viscosus,0,0,0,38,0,59,66,26,0,0,23,58,0,0,0,15,12,0,543,0,0,0,0,20,0,27,26,0,12,34,597
Actinomyces,Actinomyces weissii,33,0,0,36,0,63,344,74,23,30,32,531,0,0,0,30,29,0,508,40,0,40,25,71,0,155,28,0,0,71,615
Actinomyces,Actinomyces wuliandei,45,0,0,86,0,75,397,17,0,0,0,41,0,0,0,19,51,0,203,35,0,28,0,0,0,47,54,0,0,100,912
Actinoplanes,Actinoplanes derwentensis,37,0,0,0,0,101,37,78,37,12,0,278,0,0,0,0,68,16,363,58,0,69,11,0,0,131,19,0,0,67,121
Actinoplanes,Actinoplanes friuliensis,52,0,0,11,0,63,35,10,20,0,0,21,0,0,27,0,82,0,333,33,0,86,12,0,0,66,18,0,0,73,286
Actinoplanes,Actinoplanes ianthinogenes,76,0,0,15,0,11,95,18,27,0,20,54,0,0,0,0,31,14,732,70,0,44,0,0,0,76,47,0,0,118,90
Actinoplanes,Actinoplanes missouriensis,25,16,0,35,0,0,114,0,16,22,0,39,0,0,0,0,37,0,229,18,0,52,12,0,0,294,17,0,0,23,10
Actinoplanes,Actinoplanes sp.,65,0,0,0,0,28,89,70,67,0,0,225,0,0,17,0,35,36,828,47,0,49,45,0,0,205,20,0,0,80,135
Actinoplanes,Actinoplanes sp.,0,31,0,29,0,0,108,37,54,12,25,59,0,0,0,0,0,15,654,0,0,16,0,0,0,67,18,0,0,48,126
Actinoplanes,Actinoplanes sp.,69,24,0,30,0,32,41,0,20,39,0,45,0,0,0,0,88,16,327,37,0,47,0,0,0,49,31,0,0,106,280
Actinoplanes,Actinoplanes teichomyceticus,12,0,0,0,0,0,18,20,21,0,0,28,0,0,0,0,0,21,262,14,0,11,0,0,0,47,18,0,0,16,23
Actinopolymorpha,Actinopolymorpha singaporensis,0,11,0,16,0,52,31,24,19,0,0,33,0,0,0,0,65,0,535,0,0,97,0,0,0,47,15,0,0,14,156
Actinopolyspora,Actinopolyspora erythraea,120,0,0,10,0,11,17,51,0,17,0,23,0,0,0,0,49,0,150,82,0,55,0,0,0,127,18,10,0,172,136
Actinosynnema,Actinosynnema mirum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,133,0,0,0,0,0
Actinosynnema,Actinosynnema pretiosum,182,0,0,0,0,0,148,0,0,0,0,110,0,0,0,0,104,0,305,157,0,98,0,0,0,115,32,0,0,271,288
Actinotalea,Actinotalea sp.,118,0,0,106,0,106,309,34,43,0,0,96,0,25,0,21,97,19,780,106,0,151,0,16,0,280,38,23,0,224,1119
Actinotignum,Actinotignum schaalii,83,0,0,74,0,112,157,0,28,12,0,92,10,11,0,12,71,0,43,91,0,57,33,0,150,99,16,12,0,173,854
Acutalibacter,Acutalibacter muris,0,26,0,0,38,55,46,36,96,16,153,78,10,0,74,12,137,0,0,0,58,88,27,57,54,35,96,91,0,15,46
Acuticoccus,Acuticoccus sp.,20,0,0,0,0,0,0,16,32,0,0,22,0,0,0,0,44,28,94,72,0,54,0,0,0,55,17,0,0,77,10
Adhaeribacter,Adhaeribacter radiodurans,0,0,0,34,0,0,38,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,13,0,0,30,0,0,0,0
Adhaeribacter,Adhaeribacter swui,0,19,0,71,27,0,46,0,28,34,0,0,0,0,0,20,15,0,0,0,0,14,0,33,0,0,32,0,0,0,0
Adlercreutzia,Adlercreutzia equolifaciens,97,290,0,30,132,0,68,294,1082,29,199,27,25,74,137,0,111,0,142,116,38,77,275,49,22,63,202,109,0,0,80
Adlercreutzia,Adlercreutzia hattorii,0,197,0,0,97,0,36,218,1032,21,159,0,0,51,107,0,95,0,0,0,37,55,198,0,32,27,110,89,0,120,0
Advenella,Advenella kashmirensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,17
Advenella,Advenella mimigardefordensis,110,0,0,0,0,0,40,0,24,36,17,0,0,0,0,0,26,0,0,0,0,0,0,44,0,0,10,0,0,15,0
Aegicerativicinus,Aegicerativicinus sediminis,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,55,0,0,0,0
Aeoliella,Aeoliella mucimassa,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,23
Aequoribacter,Aequoribacter fuscus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Aequorivita,Aequorivita sp.,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
Aequorivita,Aequorivita sublithincola,0,0,0,0,0,27,14,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,37,16,0,11,0
Aeribacillus,Aeribacillus pallidus,506,89,0,25,74,0,0,36,531,653,110,0,23,37,23,0,396,0,19,0,25,118,43,447,15,16,133,55,0,66,0
Aerococcus,Aerococcus christensenii,3677,722,0,243,102,711,193,514,7380,2898,593,400,211,25,14,56,5676,0,513,53,211,2629,453,1040,234,629,42,530,0,1579,697
Aerococcus,Aerococcus sanguinicola,83,0,0,0,0,22,19,0,0,41,21,0,0,0,10,0,79,0,10,47,0,49,0,0,14,36,0,0,0,81,0
Aerococcus,Aerococcus urinae,1929,326,0,263,239,308,65,301,2135,3865,449,94,75,22,21,42,2340,0,282,158,67,904,196,814,517,120,48,169,0,468,0
Aerococcus,Aerococcus urinaeequi,100,16,0,20,0,34,0,18,67,70,19,11,0,0,0,0,88,0,47,0,0,44,29,70,0,35,82,27,0,69,14
Aerococcus,Aerococcus urinaehominis,20,0,0,0,0,34,0,0,0,0,10,0,0,0,0,0,52,0,0,0,0,42,0,0,0,0,0,0,0,0,11
Aerococcus,Aerococcus viridans,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0
Aeromicrobium,Aeromicrobium chenweiae,93,0,0,0,0,20,14,21,42,18,0,47,0,0,0,0,78,0,582,69,0,37,0,0,0,94,0,0,0,98,85
Aeromicrobium,Aeromicrobium choanae,209,0,0,0,0,12,162,33,0,0,0,50,0,0,0,0,100,0,915,56,0,98,0,0,0,101,0,0,0,154,108
Aeromicrobium,Aeromicrobium erythreum,0,0,0,34,0,42,351,0,0,0,0,0,0,0,12,0,10,10,616,0,0,12,19,0,0,39,10,0,0,27,394
Aeromicrobium,Aeromicrobium marinum,30,0,0,27,0,26,116,0,0,0,0,25,0,0,0,0,50,0,256,33,0,49,0,0,0,77,0,0,0,48,229
Aeromicrobium,Aeromicrobium sp.,0,0,0,11,0,120,36,49,21,0,0,0,0,0,0,0,88,0,223,0,0,147,13,0,0,0,0,0,0,0,145
Aeromicrobium,Aeromicrobium sp.,23,0,0,0,0,94,19,0,30,0,0,50,0,0,0,0,66,0,1032,17,0,74,0,0,0,87,18,0,0,40,65
Aeromicrobium,Aeromicrobium sp.,22,0,0,0,0,0,180,0,43,0,0,33,0,0,0,0,0,0,687,55,0,0,0,0,0,16,0,0,0,11,0
Aeromicrobium,Aeromicrobium sp.,53,0,0,30,0,29,46,0,0,0,13,0,0,0,0,0,45,12,501,33,0,35,0,0,0,48,20,0,0,88,298
Aeromicrobium,Aeromicrobium sp.,0,0,0,45,0,64,67,77,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,13,0,0,0,28,513
Aeromicrobium,Aeromicrobium yanjiei,0,0,0,0,0,0,46,11,0,0,0,41,0,0,0,0,0,0,778,0,0,0,0,0,17,40,38,0,0,13,92
Aeromonas,Aeromonas allosaccharophila,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,Aeromonas caviae,0,0,0,154,0,0,107,0,0,0,103,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,57,0,0,152,571
Aeromonas,Aeromonas dhakensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0
Aeromonas,Aeromonas encheleia,32,0,0,0,0,0,0,0,33,0,0,13,0,0,0,0,18,0,94,0,0,22,0,0,0,33,17,0,0,50,0
Aeromonas,Aeromonas enteropelogenes,0,0,0,16,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,84
Aeromonas,Aeromonas hydrophila,348,0,0,0,0,58,19,0,29,82,27,253,0,0,16,0,312,0,409,117,0,216,47,0,0,164,80,32,0,273,50
Aeromonas,Aeromonas jandaei,0,0,0,63,0,77,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,23,0,0,0,0
Aeromonas,Aeromonas media,49,37,0,46,0,0,681,0,70,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,34
Aeromonas,Aeromonas rivuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
Aeromonas,Aeromonas salmonicida,0,17,0,0,0,0,25,0,58,0,0,30,0,0,0,0,0,0,31,0,0,0,11,0,0,38,61,0,0,19,0
Aeromonas,Aeromonas sanarellii,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,Aeromonas schubertii,56,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,47,0,0,40,0,37,0,0,0,41,27,0,0,58,0
Aeromonas,Aeromonas simiae,0,0,0,0,0,51,0,64,0,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,19,0,24,0,0,0,25
Aeromonas,Aeromonas sp.,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,130,0,0,0,0
Aeromonas,Aeromonas sp.,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas,Aeromonas sp.,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,19,0,46,0,0,0,30,0,0,0,44,0
Aeromonas,Aeromonas sp.,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,45
Aeromonas,Aeromonas veronii,0,0,0,82,0,0,144,0,206,145,50,64,0,0,18,47,238,0,42,0,0,133,39,110,14,68,422,0,0,34,60
Aerosticca,Aerosticca soli,0,0,0,0,0,240,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,202
Aestuarium,Aestuarium zhoushanense,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afipia,Afipia carboxidovorans,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,20,15,0,10,0,0,0,59,0,0,0,31,10
Afipia,Afipia sp.,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Agarilytica,Agarilytica rhodophyticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,11,0,0,0
Agarivorans,Agarivorans albus,0,0,0,0,0,46,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agarivorans,Agarivorans gilvus,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,16,20,0,0,0,0,0,0,0
Agarivorans,Agarivorans sp.,0,35,0,0,21,0,0,0,167,217,30,0,0,17,0,0,150,0,0,0,0,44,17,195,0,10,125,18,0,22,0
Aggregatibacter,Aggregatibacter actinomycetemcomitans,0,12,0,0,17,10,37,0,0,0,36,0,35,0,14,49,28,0,0,0,98,18,13,56,0,0,96,17,0,0,0
Aggregatibacter,Aggregatibacter aphrophilus,31,0,0,10,0,17,59,16,49,34,45,0,13,0,0,23,32,0,0,0,78,22,0,249,0,18,163,15,0,43,0
Aggregatibacter,Aggregatibacter segnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,41,0,0,0,0,0,0,0
Aggregatibacter,Aggregatibacter sp.,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,0,0,0,0,0,30,0,0,25,0,0,166,0,0,0,0
Aggregatibacter,Aggregatibacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,0,0,25,0,0,0,0
Aggregatibacter,Aggregatibacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
Aggregatimonas,Aggregatimonas sangjinii,0,0,0,0,0,11,11,0,0,0,10,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,59,0,0,0,0
Agreia,Agreia sp.,28,17,0,16,0,22,31,0,0,0,0,28,0,0,0,0,16,0,158,16,0,25,0,0,0,47,0,0,0,75,217
Agrobacterium,Agrobacterium fabacearum,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
Agrobacterium,Agrobacterium genomosp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
Agrobacterium,Agrobacterium larrymoorei,0,0,0,37,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0,0
Agrobacterium,Agrobacterium rubi,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
Agrobacterium,Agrobacterium salinitolerans,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
Agrobacterium,Agrobacterium sp.,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Agrobacterium,Agrobacterium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Agrobacterium,Agrobacterium tumefaciens,33,0,0,0,0,113,70,102,41,33,64,235,0,0,64,0,187,120,35,69,53,188,33,0,54,96,167,109,0,67,273
Agrobacterium,Agrobacterium vaccinii,0,0,0,0,0,0,0,15,11,0,0,37,0,0,0,0,11,16,0,0,0,11,0,0,0,0,0,0,0,0,0
Agrobacterium,Agrobacterium vitis,72,0,0,47,0,16,160,20,30,12,16,30,0,0,0,0,187,13,39,55,0,179,30,14,46,56,91,12,0,89,25
Agrococcus,Agrococcus carbonis,66,32,0,0,0,32,203,16,35,0,0,52,0,0,0,0,26,0,1489,53,0,33,20,0,0,69,0,0,30,87,222
Agrococcus,Agrococcus jejuensis,109,11,0,50,0,46,54,20,33,0,0,20,0,0,0,0,62,0,1516,96,0,46,0,0,28,101,73,0,0,136,532
Agrococcus,Agrococcus sp.,24,0,0,17,0,0,31,17,26,0,0,48,0,0,0,0,17,0,589,39,0,0,0,0,0,38,0,0,17,79,133
Agrococcus,Agrococcus sp.,0,0,0,0,0,15,28,13,0,0,0,32,0,0,0,32,0,0,4256,106,0,0,0,0,0,136,24,0,29,169,133
Agrococcus,Agrococcus sp.,0,0,0,0,0,30,41,18,0,0,16,10,0,0,0,0,0,0,715,0,0,0,0,0,0,0,11,0,0,24,265
Agromyces,Agromyces archimandritae,14,0,0,38,0,55,60,26,0,0,0,56,0,0,0,30,16,0,661,0,0,0,0,0,12,45,29,0,0,27,491
Agromyces,Agromyces aureus,0,13,0,0,0,0,37,0,36,0,0,0,0,0,0,0,13,16,564,0,0,15,17,0,0,16,0,0,0,0,59
Agromyces,Agromyces badenianii,31,0,0,0,0,14,21,0,46,0,0,13,0,0,0,0,26,0,145,88,0,30,0,0,0,47,0,0,0,64,140
Agromyces,Agromyces flavus,0,0,0,27,0,29,38,0,0,0,0,22,0,0,0,0,54,0,359,0,0,50,0,0,0,45,0,0,0,31,199
Agromyces,Agromyces intestinalis,0,19,0,0,0,25,30,54,68,0,0,136,0,0,0,0,0,0,587,0,0,0,0,0,0,83,17,0,0,14,186
Agromyces,Agromyces laixinhei,87,0,0,41,0,49,75,10,0,0,0,13,0,0,0,0,27,0,625,85,0,29,0,0,0,56,17,22,0,136,260
Agromyces,Agromyces marinus,46,0,0,0,0,13,22,11,25,0,0,89,0,0,0,0,16,0,987,28,0,23,0,0,0,62,0,0,0,68,103
Agromyces,Agromyces protaetiae,0,0,0,0,0,40,59,0,30,0,0,29,0,0,0,0,0,0,491,0,0,0,0,0,0,16,0,0,0,0,88
Agromyces,Agromyces soli,0,0,0,17,0,14,118,11,27,0,0,16,0,0,0,0,16,0,1058,0,0,13,0,0,0,186,51,0,0,26,252
Agromyces,Agromyces sp.,0,0,0,26,0,0,258,0,60,0,0,33,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,225
Agromyces,Agromyces sp.,88,23,0,42,0,49,159,45,40,0,0,145,0,0,0,0,74,16,767,88,0,61,46,0,0,181,17,0,0,163,421
Agromyces,Agromyces sp.,19,0,0,0,0,0,124,53,0,0,0,183,0,0,0,0,15,13,650,18,0,0,14,0,0,33,11,0,0,96,98
Ahniella,Ahniella affigens,0,0,0,23,0,0,151,0,0,10,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,33,0,0,12,0
Akkermansia,Akkermansia glycaniphila,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,70
Akkermansia,Akkermansia muciniphila,34,56,0,32,43,17,173,44,19,284,76,14,12,24,12,11,355,0,0,0,25,170,37,29,22,37,253,77,0,105,204
Alcaligenes,Alcaligenes aquatilis,0,0,0,0,0,415,39,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
Alcaligenes,Alcaligenes faecalis,0,0,0,0,0,0,51,0,0,0,27,0,0,0,0,0,72,0,0,0,0,58,0,0,0,0,191,0,0,0,0
Alcaligenes,Alcaligenes sp.,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcanivorax,Alcanivorax dieselolei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,79,0,0,0,0
Alcanivorax,Alcanivorax pacificus,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcanivorax,Alcanivorax sp.,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,40,0,0,0,0
Algibacter,Algibacter alginicilyticus,96,14,0,13,16,0,0,0,120,131,24,0,0,11,0,0,101,0,0,0,0,34,0,116,19,0,22,16,0,16,0
Algibacter,Algibacter sp.,13,0,0,0,14,0,0,0,15,29,26,0,0,0,0,0,17,0,0,0,0,16,13,18,17,0,0,0,0,0,0
Algibacter,Algibacter sp.,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Algoriphagus,Algoriphagus machipongonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,17,18,0,0,0
Algoriphagus,Algoriphagus sanaruensis,19,0,0,53,17,24,47,0,33,58,11,0,0,0,0,14,16,0,0,0,0,11,0,64,0,0,23,12,0,11,25
Algoriphagus,Algoriphagus sp.,0,0,0,0,0,14,65,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,40,0,0,0,12
Algoriphagus,Algoriphagus sp.,0,12,0,0,0,0,16,0,43,79,18,0,0,0,0,0,32,0,20,0,0,13,0,37,0,0,12,17,0,12,0
Aliarcobacter,Aliarcobacter butzleri,131,29,0,0,17,35,0,0,85,39,43,0,0,0,16,17,38,0,123,0,0,26,23,110,35,0,23,28,0,14,31
Aliarcobacter,Aliarcobacter cibarius,185,39,0,16,28,21,27,23,215,232,53,21,16,13,0,0,200,0,33,0,17,112,44,180,13,36,0,52,0,82,0
Aliarcobacter,Aliarcobacter cryaerophilus,132,48,0,16,34,48,0,26,353,881,69,14,22,15,33,24,246,0,46,0,21,80,25,292,43,13,23,48,0,55,14
Aliarcobacter,Aliarcobacter faecis,0,0,0,0,0,16,0,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,28,39,0,11,14
Aliarcobacter,Aliarcobacter lanthieri,53,39,0,11,0,0,0,0,104,132,33,0,0,0,0,0,90,0,0,0,0,37,0,198,15,0,0,14,0,13,0
Aliarcobacter,Aliarcobacter skirrowii,44,0,0,0,0,33,0,0,13,28,13,0,0,0,0,0,27,0,0,0,0,18,13,26,0,0,63,18,0,22,0
Aliarcobacter,Aliarcobacter thereius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Aliarcobacter,Aliarcobacter trophiarum,11,0,0,0,0,14,0,0,18,30,0,0,0,0,0,0,15,0,0,0,0,0,0,38,0,0,10,10,0,0,0
Alicycliphilus,Alicycliphilus denitrificans,34,0,0,0,0,80,501,93,39,0,0,286,0,0,0,0,38,36,273,22,0,41,43,0,0,28,0,0,0,72,25
Alicyclobacillus,Alicyclobacillus acidocaldarius,0,0,0,14,0,147,57,31,12,0,16,13,0,0,0,0,33,0,22,0,0,51,34,0,0,0,39,0,0,0,44
Alicyclobacillus,Alicyclobacillus acidoterrestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Alicyclobacillus,Alicyclobacillus mengziensis,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,42,0,0,0,0,11,0,10,0,0,21,0,0,0,0
Alicyclobacillus,Alicyclobacillus sp.,138,71,0,23,48,0,0,21,316,446,47,0,19,22,0,0,284,0,0,0,10,90,16,308,15,12,38,32,0,55,0
Alicyclobacillus,Alicyclobacillus sp.,122,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,21,0,0,0,0,0,0,72,0,0,49,0,0,0,0
Alienimonas,Alienimonas californiensis,42,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,27,0,28,31,0,21,0,0,0,44,10,0,0,48,61
Aliivibrio,Aliivibrio fischeri,226,0,0,0,13,0,0,0,27,41,37,0,12,0,0,0,29,0,0,0,37,0,18,46,0,0,21,0,0,0,0
Aliivibrio,Aliivibrio salmonicida,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,29,0,0,0,0
Alistipes,Alistipes communis,0,14,0,107,363,718,550,547,332,0,1200,2163,92,20,11,127,575,0,39,277,243,658,94,34,1039,21,2746,19,0,83,354
Alistipes,Alistipes dispar,0,0,0,245,864,226,7922,190,270,37,2636,1415,266,649,45,152,469,144,91,715,941,563,246,122,2390,178,1571,11,0,365,2222
Alistipes,Alistipes finegoldii,0,23,0,710,163,960,452,1158,209,0,1197,2516,101,22,17,70,2025,0,0,213,297,2487,144,33,449,29,191,0,0,33,270
Alistipes,Alistipes indistinctus,0,12,0,12,42,810,122,260,43,0,141,226,19,12,0,0,733,0,34,0,42,885,49,22,71,14,166,0,0,0,178
Alistipes,Alistipes megaguti,0,42,0,210,84,445,242,251,96,0,738,886,47,10,0,40,571,0,0,0,81,739,55,43,154,14,112,0,0,10,141
Alistipes,Alistipes onderdonkii,0,0,0,91,141,529,253,215,195,0,1020,1815,59,19,0,444,804,0,0,129,191,934,46,18,465,12,304,0,0,13,208
Alistipes,Alistipes senegalensis,0,21,0,127,87,330,314,106,157,11,725,1232,54,19,18,28,266,0,0,36,133,379,39,20,282,13,727,17,0,251,659
Alistipes,Alistipes shahii,0,0,0,827,800,475,4397,207,997,52,6002,1370,313,0,0,101,455,0,21,0,626,541,96,20,1953,44,639,0,0,0,426
Alistipes,Alistipes sp.,0,0,0,35,21,86,76,0,30,0,170,275,0,0,0,0,113,0,80,0,24,142,19,11,98,0,168,0,0,0,20
Alkalibacter,Alkalibacter sp.,0,0,0,0,0,42,37,0,13,0,23,22,0,0,0,11,35,0,82,0,0,24,15,16,43,0,92,25,0,27,27
Alkalicella,Alkalicella caledoniensis,184,65,0,26,57,57,10,28,426,453,103,11,26,12,0,10,357,0,29,0,18,119,45,335,82,14,97,77,0,69,16
Alkaliflexus,Alkaliflexus sp.,16,0,0,49,0,115,73,37,0,0,63,0,0,0,0,26,84,0,0,0,0,117,13,0,0,0,54,0,0,0,33
Alkalihalobacillus,Alkalihalobacillus clausii,49,0,0,0,0,16,12,0,0,40,16,0,0,0,0,0,88,0,0,0,0,45,0,0,39,15,100,14,0,0,13
Alkalihalobacillus,Alkalihalobacillus krulwichiae,82,12,0,0,22,0,0,0,44,128,21,0,0,0,0,0,33,0,0,0,0,16,11,124,0,0,27,17,0,0,0
Alkalihalobacillus,Alkalihalobacillus lehensis,74,26,0,0,25,33,0,17,149,178,27,0,0,16,0,0,116,0,0,0,0,47,18,150,14,0,0,41,0,38,11
Alkalihalobacillus,Alkalihalobacillus miscanthi,17,0,0,0,0,0,0,0,29,41,0,0,0,0,0,0,18,0,16,0,0,0,18,35,0,0,11,0,0,0,0
Alkalihalobacillus,Alkalihalobacillus sp.,50,84,0,16,10,25,18,16,131,105,71,0,0,0,0,23,269,0,19,0,0,93,37,421,12,15,109,26,0,34,24
Alkalihalobacillus,Alkalihalobacillus sp.,114,24,0,10,23,0,12,0,104,130,45,0,0,0,0,0,95,0,0,0,0,31,14,126,54,25,20,20,0,15,0
Alkalihalophilus,Alkalihalophilus pseudofirmus,48,44,0,14,0,24,52,16,97,49,17,0,0,0,12,0,164,0,16,0,0,70,46,0,0,21,99,41,0,93,16
Alkalilimnicola,Alkalilimnicola ehrlichii,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14
Alkaliphilus,Alkaliphilus metalliredigens,340,20,0,21,22,51,22,0,114,153,64,16,13,0,0,15,93,0,54,11,0,33,28,164,74,0,138,49,0,34,38
Alkaliphilus,Alkaliphilus oremlandii,349,86,0,41,77,132,28,63,474,585,114,14,33,29,22,20,454,0,92,0,13,186,64,563,91,56,188,89,0,141,48
